collection,name,description,image_url,banner_image_url,owner,safelist_status,category,is_disabled,is_nsfw,trait_offers_enabled,collection_offers_enabled,opensea_url,project_url,wiki_url,discord_url,telegram_url,twitter_username,instagram_username,contracts
skulls-of-darknezz,Skulls of Darknezz,,,,0xc9a420e7586d5efedaa1289f31635aa7de3fe910,approved,,False,False,False,False,https://opensea.io/collection/skulls-of-darknezz,,,,,,,"[{'address': '0x94c7b150f4646fef8472185ee1a756fa396dab4f', 'chain': 'ethereum'}]"
eternal-blaze-1,Eternal Blaze,,https://i.seadn.io/s/raw/files/b65f9f609cb3a2b24c7eb2cb87a78a69.jpg?w=500&auto=format,,0x8f796de7be28a839bff0f01eddfa9e4ea340e723,not_requested,,False,False,False,True,https://opensea.io/collection/eternal-blaze-1,,,,,,,"[{'address': '0x658041b7f0cb87d1831c7d3acc5ac6c0b14299b6', 'chain': 'ethereum'}]"
kawaii-girl-3d-figure,Kawaii Girl 3D Figure,"I create adorable 3D CG illustrations of figurines.
Each piece I sell is one of a kind, making it truly unique in the world. 😊",https://i.seadn.io/s/raw/files/7b3d77fc292745c16f3f06f393f16dbd.jpg?w=500&auto=format,https://i.seadn.io/s/primary-drops/0xc1d5435c94025c6adccd66eb5f7d3497bef6d9fe/34284936:about:media:739acb30-bf57-4b82-afeb-f03f158c9d43.jpeg?w=500&auto=format,0xa4bf226070f24a135ab2865174662966f91217b3,not_requested,,False,False,False,True,https://opensea.io/collection/kawaii-girl-3d-figure,,,,,,,"[{'address': '0xc1d5435c94025c6adccd66eb5f7d3497bef6d9fe', 'chain': 'ethereum'}]"
fwfpa,FWFPA,,https://i.seadn.io/s/raw/files/b1aeaeb11d949723598df4c1325e92fc.jpg?w=500&auto=format,,0x93e5c1af5eca92ab1bee400e516411f921f63f3d,not_requested,,False,False,False,True,https://opensea.io/collection/fwfpa,,,,,,,"[{'address': '0x250f742ab087fd6cd9878bd83075b7d74cd78e1d', 'chain': 'ethereum'}]"
emoji-project-nft,The Emoji Project,"These NFTs are part of The Emoji Project—a set of uniquely designed, Web3-native emoji expressions that go beyond traditional emojis. Inspired by the open-source creativity of OpenMoji, this collection builds upon and reimagines digital expression for the decentralized era. 

Each NFT is a fully unique, collectible reaction icon that represents a mood, meme, or moment in the metaverse.Whether used as a collectible, a digital identity marker, or a piece of art, this NFT represents a new way to express yourself in Web3—bridging the past, present, and future of emoji culture.",https://i.seadn.io/s/raw/files/dd3cb119c2e1f4687b93d45e2cdca1c7.png?w=500&auto=format,,0x86d699cfb149948191c460b5bb7abdef05c39770,not_requested,art,False,False,False,True,https://opensea.io/collection/emoji-project-nft,,,,,,,"[{'address': '0xdd4aad78a5aa939b62021f32a946ce9e1e87c45b', 'chain': 'ethereum'}]"
tshirts-001,TSHIRTS: 001,,https://i.seadn.io/s/raw/files/d46e4d73dc4601a9825a81e8dd215c64.png?w=500&auto=format,,0x99df9069fa0a9fa528dfa687c492fa45486f9dbd,not_requested,art,False,False,False,False,https://opensea.io/collection/tshirts-001,,,,,,,"[{'address': '0x6c55b72d7e096e53df602e6239b51d21203b9b6e', 'chain': 'ethereum'}]"
emoji-project,The Emoji Project,"These NFTs are part of The Emoji Project—a set of uniquely designed, Web3-native emoji expressions that go beyond traditional emojis. Inspired by the open-source creativity of OpenMoji, this collection builds upon and reimagines digital expression for the decentralized era. 

Each NFT is a fully unique, collectible reaction icon that represents a mood, meme, or moment in the metaverse.Whether used as a collectible, a digital identity marker, or a piece of art, this NFT represents a new way to express yourself in Web3—bridging the past, present, and future of emoji culture.",https://i.seadn.io/s/raw/files/88f54662aa0690f17f6b7305cba754fb.png?w=500&auto=format,https://i.seadn.io/s/primary-drops/0x4a1918d50e26184d19430eb425e8a72d2b10c607/34284750:about:media:0aa3bc65-76b5-4c76-aa95-40421c349a0c.png?w=500&auto=format,0x7f10e7315eb981fff4efe48385e0690f9d812c58,not_requested,pfps,False,False,False,True,https://opensea.io/collection/emoji-project,,,,,emojiprojectnft,,"[{'address': '0x4a1918d50e26184d19430eb425e8a72d2b10c607', 'chain': 'ethereum'}]"
yasuke-uchiha,Yasuke Uchiha,"A true collectors piece to celebrate the upcoming Assassin's Creed Shadow I've created a special NFT in my own image. 

And yes my name is legally called Yasuke Uchiha 

~ The Warrior ~",https://i.seadn.io/s/raw/files/1394f108ab5bf3ba087230f4c28df871.jpg?w=500&auto=format,,0x92fdba3f113a1313280e9d4b61ce1fd0282756a8,not_requested,art,False,False,False,True,https://opensea.io/collection/yasuke-uchiha,,,,,,,"[{'address': '0xec8f7668f83819bc2fc7ff644840a95ad7c3f829', 'chain': 'ethereum'}]"
heart-in-nature-nft-rewards,Heart in Nature NFT rewards,,https://i.seadn.io/s/raw/files/5dd5ff669d1dafd095fba9afede8eb1e.gif?w=500&auto=format,,0x0e70a6aeddd7ee3cf73a6b0a84dee5fac5adda45,not_requested,,False,False,False,True,https://opensea.io/collection/heart-in-nature-nft-rewards,,,,,,,"[{'address': '0x83dd97110bac0f3a24d6b8db594225dc4db0e115', 'chain': 'ethereum'}]"
peaceful-persian-collection,Peaceful Persian Collection,,https://i.seadn.io/s/raw/files/81fb7d0941daf4e69ea2abaecba7c9f8.png?w=500&auto=format,,0x611d32ce9cbed3810898639dd878ec29741056f0,not_requested,,False,False,False,True,https://opensea.io/collection/peaceful-persian-collection,,,,,,,"[{'address': '0x6eae97710f2a788544ad7f857a307c86ae4fdc54', 'chain': 'ethereum'}]"
romantishe-original-sensitive-abstract,"Romantishe, Original, Sensitive, Abstract",,https://i.seadn.io/s/raw/files/5f75f140b72bf97e64690a30ff547549.jpg?w=500&auto=format,,0xe033ad63e63a04117e3481aa149328010c678bdb,not_requested,,False,False,False,True,https://opensea.io/collection/romantishe-original-sensitive-abstract,,,,,,,"[{'address': '0xed109a63bb80ee75bd6b81789959eaf7b36eb4ff', 'chain': 'ethereum'}]"
alebrijes-linares-onchain,Alebrijes Linares Onchain,,https://raw.seadn.io/files/cfd6e6319bb5ac6bf1fd1f7a7e538404.svg,,0xa3c93e6ce53151b946726284c2d88abcc0680427,not_requested,,False,False,False,True,https://opensea.io/collection/alebrijes-linares-onchain,,,,,,,"[{'address': '0x4a66213418a781cb3d2baf89737cf8bb8a29969e', 'chain': 'ethereum'}]"
ehsangh23-1,EhsanGh23,,,,0x61cd2dbe9d46637ec7b0e0f1746599eeab649ad2,not_requested,,False,False,False,False,https://opensea.io/collection/ehsangh23-1,,,,,,,"[{'address': '0xd7e1c6d2efe55c9c9f4cd4fe5c16c9f60bf0ba4f', 'chain': 'ethereum'}]"
cyberx-6,CyberX,,https://i.seadn.io/s/raw/files/92cb9fd1a17cf6a40f520639825c0dde.webp?w=500&auto=format,,0xbd06dc145f65c2cfe485da6c862eff1c80a7edc8,not_requested,,False,False,False,True,https://opensea.io/collection/cyberx-6,,,,,,,"[{'address': '0x8ef0568d26159f1e17b0d39549784a7dafb670dc', 'chain': 'ethereum'}]"
1-booting,#1 BOOTING,,,,0xc7e6fee4a0f6fd84ae17b615c7e0c6254597e749,not_requested,,False,False,False,False,https://opensea.io/collection/1-booting,,,,,,,"[{'address': '0x6760c5e0ae9a1042cd607461761ae98768dabf93', 'chain': 'ethereum'}]"
indoorreccess-i,Indoorreccess: I,,https://i.seadn.io/s/raw/files/d5d9b956df7cbcbc267364c22f190454.png?w=500&auto=format,,0x803ac1b84dfc14a518bca3b46d357b8687376efd,not_requested,,False,False,False,True,https://opensea.io/collection/indoorreccess-i,,,,,,,"[{'address': '0xf76a947aa92a9c171ac82b5411ebb42687b02a72', 'chain': 'ethereum'}]"
black-434,Black,,,,0x0f92f07c75e43a6d197a2d6b6e772066a8a29edd,not_requested,,False,False,False,False,https://opensea.io/collection/black-434,,,,,,,"[{'address': '0xaf81a194f7cb5b4602dd330ec844922902d1ee70', 'chain': 'ethereum'}]"
skelter-1,SKELTER,,https://i.seadn.io/s/raw/files/443fd85f15a698cd2ee7b50b9ad6d7f5.jpg?w=500&auto=format,,0x45e7319b8ba986b8d28b5e414501682e48a15cad,not_requested,,False,False,False,True,https://opensea.io/collection/skelter-1,,,,,,,"[{'address': '0xfdd4cfaaf46d34231f55b44e30176761b1cfbc03', 'chain': 'ethereum'}]"
staticrelay-ii,Staticrelay: II,,https://i.seadn.io/s/raw/files/ab7dfa7777b184b073e7a8fc377b53a5.png?w=500&auto=format,,0x803ac1b84dfc14a518bca3b46d357b8687376efd,not_requested,,False,False,False,True,https://opensea.io/collection/staticrelay-ii,,,,,,,"[{'address': '0xf265314b685f7045e540b225e3b6ec79f292a43c', 'chain': 'ethereum'}]"
artime,ArTime,"""Introducing our exclusive Watch NFT Collection, where time meets artistry! Each NFT features a one-of-a-kind, intricately designed watch face, blending futuristic aesthetics with timeless elegance. These digital timepieces are more than just art—they’re a statement of individuality and innovation. Own a piece of the future, where every tick is a masterpiece. Limited edition, uniquely yours.""",https://i.seadn.io/s/raw/files/295121a508ad73a1ae3c8028866244b1.png?w=500&auto=format,,0xc2642a53cb38faa72bcc8879543c6263c7437a6a,not_requested,art,False,False,False,True,https://opensea.io/collection/artime,,,,,,,"[{'address': '0x737650279d13e380621596e18d43025a29fe7575', 'chain': 'ethereum'}]"
herztraueme-2,Herztraueme,,,,0xdb3c09d539e31a71c77616a0002ca7168ba95cb1,not_requested,,False,False,False,False,https://opensea.io/collection/herztraueme-2,,,,,,,"[{'address': '0xd0bd6fbd6146d6943ca2a3dc024ac825ef7f486a', 'chain': 'ethereum'}]"
earthheaven-manifests,Earthheaven Manifests,,https://i.seadn.io/s/raw/files/c06ccf49e241b10ada67c740fbc9761e.jpg?w=500&auto=format,,0x962fa3b9b9ac0cd9070f38dd5d3ff3b034947493,not_requested,,False,False,False,True,https://opensea.io/collection/earthheaven-manifests,,,,,,,"[{'address': '0x65e63230d6c440ea83eca841f2353a5c038a7c4c', 'chain': 'ethereum'}]"
magicianfuga-derux,MagicianFUGA-DERUX,,https://i.seadn.io/s/raw/files/5dab310452c0288e2a91b1abbd4b43e4.jpg?w=500&auto=format,,0xace6b3405cef1a2cfc6b4d9bceff869642a12323,not_requested,,False,False,False,True,https://opensea.io/collection/magicianfuga-derux,,,,,,,"[{'address': '0xa078899197ca387f973fcbb3fd5a29cd5dd46de0', 'chain': 'ethereum'}]"
crypto-dog-21,Crypto Dog,,,,0x608af0a8d0e87d3dc3108b58b02a3d69d97794ff,not_requested,,False,False,False,True,https://opensea.io/collection/crypto-dog-21,,,,,,,"[{'address': '0x8ca8d70ce4c60eaa275416b8e6d705d5394a9222', 'chain': 'ethereum'}]"
espiritu-de-la-selva,Espiritu de la selva,,https://i.seadn.io/s/raw/files/c208c669cf4d3143fba739cfa30f516a.jpg?w=500&auto=format,,0x1c32d673e650dd69a5318d7456eb6f7505f8b7d6,not_requested,,False,False,False,True,https://opensea.io/collection/espiritu-de-la-selva,,,,,,,"[{'address': '0x4a7d4cf58b30f1c8a505b96a7ccb1d2160297324', 'chain': 'ethereum'}]"
staticrelay-i,Staticrelay: I,,https://i.seadn.io/s/raw/files/1893b8a75056a0ebff41497e8d26aa07.png?w=500&auto=format,,0x803ac1b84dfc14a518bca3b46d357b8687376efd,not_requested,,False,False,False,True,https://opensea.io/collection/staticrelay-i,,,,,,,"[{'address': '0xaca616f2a594420bfdfd297e1e5870c7b374fd67', 'chain': 'ethereum'}]"
juujuumama-for-superrare,JuuJuuMama for Superrare,,https://i.seadn.io/s/raw/files/aa4c83ede07dcd9bea2a80f0a3f443fa.png?w=500&auto=format,,0x657c1f8421ae93e88fb3171f019779e87b0263ca,not_requested,,False,False,False,True,https://opensea.io/collection/juujuumama-for-superrare,,,,,,,"[{'address': '0x986ab4ed6416422b2cf819e36bd35392133a263e', 'chain': 'ethereum'}]"
breaking-free-3,Breaking Free,"NFT Collection: ""Breaking Free – A Journey to Strength""

A powerful and emotional NFT series that symbolizes the journey of breaking free from a narcissistic relationship and embracing inner strength, self-healing, and transformation. Each piece in this exclusive collection captures a profound moment of liberation, resilience, and rebirth, resonating with those who have overcome toxic cycles and emerged stronger.",https://i.seadn.io/s/raw/files/053a0979921c4de9b5c34694dd7fafed.jpg?w=500&auto=format,,0xb8086b74be40635880e85021127e2a63626e8842,not_requested,art,False,False,False,True,https://opensea.io/collection/breaking-free-3,,,,,,,"[{'address': '0x291f5d919ba3d764eedbd75718971e69b01cc85a', 'chain': 'ethereum'}]"
gods-of-the-sky-1,Gods of the Sky,,https://i.seadn.io/s/raw/files/dbe72fd6153a5dce6ecac0a800c416e0.jpg?w=500&auto=format,,0x232ab549818e6f430741aae48823d4ebc8245608,not_requested,,False,False,False,True,https://opensea.io/collection/gods-of-the-sky-1,,,,,,,"[{'address': '0xe1cce0fdcfd4d27b1094a4f998dbc4eb8d56740f', 'chain': 'ethereum'}]"
big-daddy-zhandt-1,Big Daddy Zhandt,,https://i.seadn.io/s/raw/files/8072298224229d6c4ffee69b0dc8a31f.png?w=500&auto=format,,0x1b4f6fca13dd9ab49c0d51c18f4b6a8397a97829,not_requested,,False,False,False,True,https://opensea.io/collection/big-daddy-zhandt-1,,,,,,,"[{'address': '0x5bed2742e83377ad3abaa6122d4a787377848a75', 'chain': 'ethereum'}]"
onlymenclub,Only Men Club,"ONLYMENCLUB (OMC) is an elite collection of 10,000 meticulously designed NFTs, embodying the diverse styles, preferences, and origins of the modern gentleman. Each handcrafted piece is a symbol of distinction and purpose.

OMC NFT holders gain exclusive access to The CLUB, a private space where men, creators, and entrepreneurs connect to discuss projects, entrepreneurship, business, and Web3 networking. Membership unlocks exclusive drops, real-world experiences, and a thriving community driven by ambition, collaboration, wealth, and success.",https://i.seadn.io/s/raw/files/b1d41ad853af5f631b85f3b24dcddd2c.png?w=500&auto=format,,0xaae58944d425154afd5ef9e82d8b9c2be1fb9f58,not_requested,pfps,False,False,False,True,https://opensea.io/collection/onlymenclub,,,,,onlymen_club,,"[{'address': '0x96fba892d792c70c6cc3b2a50d8b512e0c56c230', 'chain': 'ethereum'}]"
cybershadows-1,CyberShadows,,,,0x7e15b64c9f9d33f05eadadd00d93190df9f49e7e,not_requested,,False,False,False,True,https://opensea.io/collection/cybershadows-1,,,,,,,"[{'address': '0x7af214901dedc7adb68606429dba7ebe15719cbd', 'chain': 'ethereum'}]"
cybershadows,CyberShadows,,,,0x7e15b64c9f9d33f05eadadd00d93190df9f49e7e,not_requested,,False,False,False,False,https://opensea.io/collection/cybershadows,,,,,,,"[{'address': '0x94fa1df20860f65d94882715ddd4c9f77a6bdc8c', 'chain': 'ethereum'}]"
bin-alien-1,Bin Alien,,,,0x62857881c88070238af565018669b097fe907a82,not_requested,,False,False,False,False,https://opensea.io/collection/bin-alien-1,,,,,,,"[{'address': '0x3987e6430555e935106b91505663a0ad5c889b6a', 'chain': 'ethereum'}]"
pearling-expedition,Pearling Expedition,"A rare collection of historical photographs capturing the rich heritage of the Middle East. From the Land of Pearls to the vast Arabian Desert, each image tells a timeless story. Own a piece of history with our limited-edition digital archives, exclusively on OpenSea.”",https://i.seadn.io/s/raw/files/7bce19b4d4a7d2e7a4177a19af316c55.jpg?w=500&auto=format,,0xe3c4bcfcabb29e544d7a80d5932349933c7d3b32,not_requested,art,False,False,False,True,https://opensea.io/collection/pearling-expedition,,,,,,,"[{'address': '0x8e0d87bc7e573ac5dd4c47c62bd94a5eeb3da816', 'chain': 'ethereum'}]"
bin-alien,Bin Alien,,,,0x62857881c88070238af565018669b097fe907a82,not_requested,,False,False,False,True,https://opensea.io/collection/bin-alien,,,,,,,"[{'address': '0x7899684400eb9466b98bb86b25cdf11f459ec0de', 'chain': 'ethereum'}]"
the-human-evolution-1,The human evolution,,https://i.seadn.io/s/raw/files/f9b9314da1e204755107ed1134151739.jpg?w=500&auto=format,,0xc38ecfd125fc5cce3e96329fc0d709d28ca8d0c9,not_requested,,False,False,False,True,https://opensea.io/collection/the-human-evolution-1,,,,,,,"[{'address': '0xdaed7278a0f7b6dc19c2e49a3c6bef4c85715dc6', 'chain': 'ethereum'}]"
loghi-2,Loghi,,https://i.seadn.io/s/raw/files/8d19a36939ece2067e42e45345354e3f.jpg?w=500&auto=format,,0xfa67bcee2bfc013f6cfcafa69a883714ae751baa,not_requested,,False,False,False,True,https://opensea.io/collection/loghi-2,,,,,,,"[{'address': '0xb7d80fd3bca3f56533a987a6b64d4682aec714d2', 'chain': 'ethereum'}]"
hero-252,HERO,,,,0x03ae910d72e7bf7ef0b5ada72dedb9f03ae93ed9,not_requested,,False,False,False,False,https://opensea.io/collection/hero-252,,,,,,,"[{'address': '0xae80e491d26dae28ca1e629530959de199854e81', 'chain': 'ethereum'}]"
hero-251,HERO,,,,0x03ae910d72e7bf7ef0b5ada72dedb9f03ae93ed9,not_requested,,False,False,False,True,https://opensea.io/collection/hero-251,,,,,,,"[{'address': '0x3cdd8a3d5f8dc054fe9eaf62598305981fe0578d', 'chain': 'ethereum'}]"
hero-250,HERO,,,,0x03ae910d72e7bf7ef0b5ada72dedb9f03ae93ed9,not_requested,,False,False,False,False,https://opensea.io/collection/hero-250,,,,,,,"[{'address': '0x1c9c5839ae4af49328b796d536ab613da56c9de0', 'chain': 'ethereum'}]"
tshirts-001-1,TSHIRTS: 001,,https://i.seadn.io/s/raw/files/bca14b1db954770a4a64f53b80d99e80.png?w=500&auto=format,,0x99df9069fa0a9fa528dfa687c492fa45486f9dbd,not_requested,,False,False,False,False,https://opensea.io/collection/tshirts-001-1,,,,,,,"[{'address': '0x99e0b30ceae12812156e420ec1118aad431f23a9', 'chain': 'ethereum'}]"
dragon-ball-fusions-1,Dragon Ball Fusions,,,,0xca1ebeaf67c5e13d2d5e79d2ccc7f674c41c021c,not_requested,,False,False,False,False,https://opensea.io/collection/dragon-ball-fusions-1,,,,,,,"[{'address': '0x295ca75ee5367bc2843dbbba26db80c75356d6b2', 'chain': 'ethereum'}]"
dragonzx-1,DragonzX,,https://i.seadn.io/s/raw/files/7f51f7c848b9d4da713f003088c13bc6.png?w=500&auto=format,,0x8534f1e1407ca65871b47fd3f563a856ebffddd5,not_requested,,False,False,False,True,https://opensea.io/collection/dragonzx-1,,,,,,,"[{'address': '0xf7431a92caf3eaaeca4cc15b6c53d5abc50d189e', 'chain': 'ethereum'}]"
bottle-64,Bottle,,https://i.seadn.io/s/raw/files/62b629d155566b0f06d07cca23497f8f.jpg?w=500&auto=format,,0xd45ac54aebe962ea16a847641109941b09dd7fb3,not_requested,,False,False,False,True,https://opensea.io/collection/bottle-64,,,,,,,"[{'address': '0x6f3fe39b4445be96fde261a559bff5ebec803904', 'chain': 'ethereum'}]"
bottle-63,Bottle,,,,0xd45ac54aebe962ea16a847641109941b09dd7fb3,not_requested,,False,False,False,False,https://opensea.io/collection/bottle-63,,,,,,,"[{'address': '0x8bca11e97d493b4e34c1300ae38872e8591b892d', 'chain': 'ethereum'}]"
abandoned-dreams-1,Abandoned Dreams,,,,0x15b35fa01e59209b6d9160aa20b9101e267692dd,not_requested,,False,False,False,True,https://opensea.io/collection/abandoned-dreams-1,,,,,,,"[{'address': '0xebf05317e80344dfe71ce61c1d2f507b4bd6e1c2', 'chain': 'ethereum'}]"
mausy,MAUSY,,https://i.seadn.io/s/raw/files/15469a443d0db5546bc21d34f805585c.jpg?w=500&auto=format,,0xd6ccc82279fe99e271faa9b515af2fffdfd03b54,not_requested,,False,False,False,True,https://opensea.io/collection/mausy,,,,,,,"[{'address': '0xc263b390c59c1ae1b7e1d35ea4252e6a58b6f5db', 'chain': 'ethereum'}]"
maine-coon-cat,maine coon cat,,https://i.seadn.io/s/raw/files/4a21f366389aa3351b04063e7fbb4708.jpg?w=500&auto=format,,0xd3fc6a8039af29bb58dbf8c4ef6f74e5a200bceb,not_requested,,False,False,False,True,https://opensea.io/collection/maine-coon-cat,,,,,,,"[{'address': '0xe665413b10b77a84dcfb6acd7fafea9a750c7f07', 'chain': 'ethereum'}]"
ermiyaamir-2,Ermiyaamir,,,,0x718a8cc3a9410c0712e0410b14c8ab282e7aa3d9,not_requested,,False,False,False,True,https://opensea.io/collection/ermiyaamir-2,,,,,,,"[{'address': '0x84a0789db5a6ac6c02732d7c32f89c0ecc8de28e', 'chain': 'ethereum'}]"
skulls-of-darknezz,Skulls of Darknezz,,,,0xc9a420e7586d5efedaa1289f31635aa7de3fe910,approved,,False,False,False,False,https://opensea.io/collection/skulls-of-darknezz,,,,,,,"[{'address': '0x94c7b150f4646fef8472185ee1a756fa396dab4f', 'chain': 'ethereum'}]"
eternal-blaze-1,Eternal Blaze,,https://i.seadn.io/s/raw/files/b65f9f609cb3a2b24c7eb2cb87a78a69.jpg?w=500&auto=format,,0x8f796de7be28a839bff0f01eddfa9e4ea340e723,not_requested,,False,False,False,True,https://opensea.io/collection/eternal-blaze-1,,,,,,,"[{'address': '0x658041b7f0cb87d1831c7d3acc5ac6c0b14299b6', 'chain': 'ethereum'}]"
kawaii-girl-3d-figure,Kawaii Girl 3D Figure,"I create adorable 3D CG illustrations of figurines.
Each piece I sell is one of a kind, making it truly unique in the world. 😊",https://i.seadn.io/s/raw/files/7b3d77fc292745c16f3f06f393f16dbd.jpg?w=500&auto=format,https://i.seadn.io/s/primary-drops/0xc1d5435c94025c6adccd66eb5f7d3497bef6d9fe/34284936:about:media:739acb30-bf57-4b82-afeb-f03f158c9d43.jpeg?w=500&auto=format,0xa4bf226070f24a135ab2865174662966f91217b3,not_requested,,False,False,False,True,https://opensea.io/collection/kawaii-girl-3d-figure,,,,,,,"[{'address': '0xc1d5435c94025c6adccd66eb5f7d3497bef6d9fe', 'chain': 'ethereum'}]"
fwfpa,FWFPA,,https://i.seadn.io/s/raw/files/b1aeaeb11d949723598df4c1325e92fc.jpg?w=500&auto=format,,0x93e5c1af5eca92ab1bee400e516411f921f63f3d,not_requested,,False,False,False,True,https://opensea.io/collection/fwfpa,,,,,,,"[{'address': '0x250f742ab087fd6cd9878bd83075b7d74cd78e1d', 'chain': 'ethereum'}]"
emoji-project-nft,The Emoji Project,"These NFTs are part of The Emoji Project—a set of uniquely designed, Web3-native emoji expressions that go beyond traditional emojis. Inspired by the open-source creativity of OpenMoji, this collection builds upon and reimagines digital expression for the decentralized era. 

Each NFT is a fully unique, collectible reaction icon that represents a mood, meme, or moment in the metaverse.Whether used as a collectible, a digital identity marker, or a piece of art, this NFT represents a new way to express yourself in Web3—bridging the past, present, and future of emoji culture.",https://i.seadn.io/s/raw/files/dd3cb119c2e1f4687b93d45e2cdca1c7.png?w=500&auto=format,,0x86d699cfb149948191c460b5bb7abdef05c39770,not_requested,art,False,False,False,True,https://opensea.io/collection/emoji-project-nft,,,,,,,"[{'address': '0xdd4aad78a5aa939b62021f32a946ce9e1e87c45b', 'chain': 'ethereum'}]"
tshirts-001,TSHIRTS: 001,,https://i.seadn.io/s/raw/files/d46e4d73dc4601a9825a81e8dd215c64.png?w=500&auto=format,,0x99df9069fa0a9fa528dfa687c492fa45486f9dbd,not_requested,art,False,False,False,False,https://opensea.io/collection/tshirts-001,,,,,,,"[{'address': '0x6c55b72d7e096e53df602e6239b51d21203b9b6e', 'chain': 'ethereum'}]"
emoji-project,The Emoji Project,"These NFTs are part of The Emoji Project—a set of uniquely designed, Web3-native emoji expressions that go beyond traditional emojis. Inspired by the open-source creativity of OpenMoji, this collection builds upon and reimagines digital expression for the decentralized era. 

Each NFT is a fully unique, collectible reaction icon that represents a mood, meme, or moment in the metaverse.Whether used as a collectible, a digital identity marker, or a piece of art, this NFT represents a new way to express yourself in Web3—bridging the past, present, and future of emoji culture.",https://i.seadn.io/s/raw/files/88f54662aa0690f17f6b7305cba754fb.png?w=500&auto=format,https://i.seadn.io/s/primary-drops/0x4a1918d50e26184d19430eb425e8a72d2b10c607/34284750:about:media:0aa3bc65-76b5-4c76-aa95-40421c349a0c.png?w=500&auto=format,0x7f10e7315eb981fff4efe48385e0690f9d812c58,not_requested,pfps,False,False,False,True,https://opensea.io/collection/emoji-project,,,,,emojiprojectnft,,"[{'address': '0x4a1918d50e26184d19430eb425e8a72d2b10c607', 'chain': 'ethereum'}]"
yasuke-uchiha,Yasuke Uchiha,"A true collectors piece to celebrate the upcoming Assassin's Creed Shadow I've created a special NFT in my own image. 

And yes my name is legally called Yasuke Uchiha 

~ The Warrior ~",https://i.seadn.io/s/raw/files/1394f108ab5bf3ba087230f4c28df871.jpg?w=500&auto=format,,0x92fdba3f113a1313280e9d4b61ce1fd0282756a8,not_requested,art,False,False,False,True,https://opensea.io/collection/yasuke-uchiha,,,,,,,"[{'address': '0xec8f7668f83819bc2fc7ff644840a95ad7c3f829', 'chain': 'ethereum'}]"
heart-in-nature-nft-rewards,Heart in Nature NFT rewards,,https://i.seadn.io/s/raw/files/5dd5ff669d1dafd095fba9afede8eb1e.gif?w=500&auto=format,,0x0e70a6aeddd7ee3cf73a6b0a84dee5fac5adda45,not_requested,,False,False,False,True,https://opensea.io/collection/heart-in-nature-nft-rewards,,,,,,,"[{'address': '0x83dd97110bac0f3a24d6b8db594225dc4db0e115', 'chain': 'ethereum'}]"
peaceful-persian-collection,Peaceful Persian Collection,,https://i.seadn.io/s/raw/files/81fb7d0941daf4e69ea2abaecba7c9f8.png?w=500&auto=format,,0x611d32ce9cbed3810898639dd878ec29741056f0,not_requested,,False,False,False,True,https://opensea.io/collection/peaceful-persian-collection,,,,,,,"[{'address': '0x6eae97710f2a788544ad7f857a307c86ae4fdc54', 'chain': 'ethereum'}]"
romantishe-original-sensitive-abstract,"Romantishe, Original, Sensitive, Abstract",,https://i.seadn.io/s/raw/files/5f75f140b72bf97e64690a30ff547549.jpg?w=500&auto=format,,0xe033ad63e63a04117e3481aa149328010c678bdb,not_requested,,False,False,False,True,https://opensea.io/collection/romantishe-original-sensitive-abstract,,,,,,,"[{'address': '0xed109a63bb80ee75bd6b81789959eaf7b36eb4ff', 'chain': 'ethereum'}]"
alebrijes-linares-onchain,Alebrijes Linares Onchain,,https://raw.seadn.io/files/cfd6e6319bb5ac6bf1fd1f7a7e538404.svg,,0xa3c93e6ce53151b946726284c2d88abcc0680427,not_requested,,False,False,False,True,https://opensea.io/collection/alebrijes-linares-onchain,,,,,,,"[{'address': '0x4a66213418a781cb3d2baf89737cf8bb8a29969e', 'chain': 'ethereum'}]"
ehsangh23-1,EhsanGh23,,,,0x61cd2dbe9d46637ec7b0e0f1746599eeab649ad2,not_requested,,False,False,False,False,https://opensea.io/collection/ehsangh23-1,,,,,,,"[{'address': '0xd7e1c6d2efe55c9c9f4cd4fe5c16c9f60bf0ba4f', 'chain': 'ethereum'}]"
cyberx-6,CyberX,,https://i.seadn.io/s/raw/files/92cb9fd1a17cf6a40f520639825c0dde.webp?w=500&auto=format,,0xbd06dc145f65c2cfe485da6c862eff1c80a7edc8,not_requested,,False,False,False,True,https://opensea.io/collection/cyberx-6,,,,,,,"[{'address': '0x8ef0568d26159f1e17b0d39549784a7dafb670dc', 'chain': 'ethereum'}]"
1-booting,#1 BOOTING,,,,0xc7e6fee4a0f6fd84ae17b615c7e0c6254597e749,not_requested,,False,False,False,False,https://opensea.io/collection/1-booting,,,,,,,"[{'address': '0x6760c5e0ae9a1042cd607461761ae98768dabf93', 'chain': 'ethereum'}]"
indoorreccess-i,Indoorreccess: I,,https://i.seadn.io/s/raw/files/d5d9b956df7cbcbc267364c22f190454.png?w=500&auto=format,,0x803ac1b84dfc14a518bca3b46d357b8687376efd,not_requested,,False,False,False,True,https://opensea.io/collection/indoorreccess-i,,,,,,,"[{'address': '0xf76a947aa92a9c171ac82b5411ebb42687b02a72', 'chain': 'ethereum'}]"
